rok;teryt;powiat;wojewodztwo;pow_grodzki
2005;1402;ciechanowski;mazowieckie;0
2005;801;gorzowski;lubuskie;0
2005;404;chełmiński;kujawsko-pomorskie;0
2005;464;Włocławek;kujawsko-pomorskie;1
2005;1461;Ostrołęka;mazowieckie;1
2005;1201;bocheński;małopolskie;0
2005;1805;jasielski;podkarpackie;0
2005;805;słubicki;lubuskie;0
2005;408;lipnowski;kujawsko-pomorskie;0
2005;2211;pucki;pomorskie;0
2005;620;zamojski;lubelskie;0
2005;1435;wyszkowski;mazowieckie;0
2005;2811;nidzicki;warmińsko-mazurskie;0
2005;2813;olecki;warmińsko-mazurskie;0
2005;3031;złotowski;wielkopolskie;0
2005;1861;Krosno;podkarpackie;1
2005;220;trzebnicki;dolnośląskie;0
2005;2464;Częstochowa;śląskie;1
2005;1806;kolbuszowski;podkarpackie;0
2005;2014;zambrowski;podlaskie;0
2005;1434;wołomiński;mazowieckie;0
2005;412;rypiński;kujawsko-pomorskie;0
2005;1017;wieluński;łódzkie;0
2005;2410;pszczyński;śląskie;0
2005;2602;jędrzejowski;świętokrzyskie;0
2005;1813;przemyski;podkarpackie;0
2005;2004;grajewski;podlaskie;0
2005;1215;suski;małopolskie;0
2005;3061;Kalisz;wielkopolskie;1
2005;1020;zgierski;łódzkie;0
2005;1261;Kraków;małopolskie;1
2005;1214;proszowicki;małopolskie;0
2005;1437;żuromiński;mazowieckie;0
2005;614;puławski;lubelskie;0
2005;1820;tarnobrzeski;podkarpackie;0
2005;3024;szamotulski;wielkopolskie;0
2005;1802;brzozowski;podkarpackie;0
2005;2469;Katowice;śląskie;1
2005;1219;wielicki;małopolskie;0
2005;3028;wągrowiecki;wielkopolskie;0
2005;2003;bielski;podlaskie;0
2005;1063;Skierniewice;łódzkie;1
2005;211;lubiński;dolnośląskie;0
2005;1421;pruszkowski;mazowieckie;0
2005;1811;mielecki;podkarpackie;0
2005;3010;koniński;wielkopolskie;0
2005;1417;otwocki;mazowieckie;0
2005;2207;kwidzyński;pomorskie;0
2005;224;ząbkowicki;dolnośląskie;0
2005;2401;będziński;śląskie;0
2005;1604;kluczborski;opolskie;0
2005;3207;kamieński;zachodniopomorskie;0
2005;1608;oleski;opolskie;0
2005;413;sępoleński;kujawsko-pomorskie;0
2005;1863;Rzeszów;podkarpackie;1
2005;2861;Elbląg;warmińsko-mazurskie;1
2005;802;krośnieński;lubuskie;0
2005;264;Wrocław;dolnośląskie;1
2005;1001;bełchatowski;łódzkie;0
2005;1807;krośnieński;podkarpackie;0
2005;2804;elbląski;warmińsko-mazurskie;0
2005;416;tucholski;kujawsko-pomorskie;0
2005;619;włodawski;lubelskie;0
2005;1407;kozienicki;mazowieckie;0
2005;1416;ostrowski;mazowieckie;0
2005;2607;ostrowiecki;świętokrzyskie;0
2005;2264;Sopot;pomorskie;1
2005;1610;prudnicki;opolskie;0
2005;210;lubański;dolnośląskie;0
2005;1428;sochaczewski;mazowieckie;0
2005;219;świdnicki;dolnośląskie;0
2005;608;lubartowski;lubelskie;0
2005;1005;łowicki;łódzkie;0
2005;2263;Słupsk;pomorskie;1
2005;203;głogowski;dolnośląskie;0
2005;617;świdnicki;lubelskie;0
2005;3014;międzychodzki;wielkopolskie;0
2005;462;Grudziądz;kujawsko-pomorskie;1
2005;1808;leżajski;podkarpackie;0
2005;2403;cieszyński;śląskie;0
2005;2214;tczewski;pomorskie;0
2005;3262;Szczecin;zachodniopomorskie;1
2005;226;złotoryjski;dolnośląskie;0
2005;1213;oświęcimski;małopolskie;0
2005;2062;Łomża;podlaskie;1
2005;2402;bielski;śląskie;0
2005;1464;Siedlce;mazowieckie;1
2005;3062;Konin;wielkopolskie;1
2005;2417;żywiecki;śląskie;0
2005;3006;jarociński;wielkopolskie;0
2005;262;Legnica;dolnośląskie;1
2005;862;Zielona Góra;lubuskie;1
2005;2819;węgorzewski;warmińsko-mazurskie;0
2005;2262;Gdynia;pomorskie;1
2005;2812;nowomiejski;warmińsko-mazurskie;0
2005;1605;krapkowicki;opolskie;0
2005;2407;lubliniecki;śląskie;0
2005;1014;sieradzki;łódzkie;0
2005;215;oławski;dolnośląskie;0
2005;3215;szczecinecki;zachodniopomorskie;0
2005;2468;Jaworzno;śląskie;1
2005;2808;kętrzyński;warmińsko-mazurskie;0
2005;2215;wejherowski;pomorskie;0
2005;1603;kędzierzyńsko-kozielski;opolskie;0
2005;2465;Dąbrowa Górnicza;śląskie;1
2005;2471;Piekary Śląskie;śląskie;1
2005;604;hrubieszowski;lubelskie;0
2005;606;krasnostawski;lubelskie;0
2005;808;świebodziński;lubuskie;0
2005;2461;Bielsko-Biała;śląskie;1
2005;2010;siemiatycki;podlaskie;0
2005;2001;augustowski;podlaskie;0
2005;1217;tatrzański;małopolskie;0
2005;1405;grodziski;mazowieckie;0
2005;2463;Chorzów;śląskie;1
2005;3209;koszaliński;zachodniopomorskie;0
2005;2205;kartuski;pomorskie;0
2005;2605;konecki;świętokrzyskie;0
2005;2009;sejneński;podlaskie;0
2005;208;kłodzki;dolnośląskie;0
2005;613;parczewski;lubelskie;0
2005;2201;bytowski;pomorskie;0
2005;3026;śremski;wielkopolskie;0
2005;1814;przeworski;podkarpackie;0
2005;2814;olsztyński;warmińsko-mazurskie;0
2005;2202;chojnicki;pomorskie;0
2005;3208;kołobrzeski;zachodniopomorskie;0
2005;223;wrocławski;dolnośląskie;0
2005;616;rycki;lubelskie;0
2005;1210;nowosądecki;małopolskie;0
2005;1661;Opole;opolskie;1
2005;1429;sokołowski;mazowieckie;0
2005;1007;opoczyński;łódzkie;0
2005;419;żniński;kujawsko-pomorskie;0
2005;3029;wolsztyński;wielkopolskie;0
2005;1810;łańcucki;podkarpackie;0
2005;1401;białobrzeski;mazowieckie;0
2005;3210;myśliborski;zachodniopomorskie;0
2005;1438;żyrardowski;mazowieckie;0
2005;417;wąbrzeski;kujawsko-pomorskie;0
2005;1218;wadowicki;małopolskie;0
2005;3015;nowotomyski;wielkopolskie;0
2005;1606;namysłowski;opolskie;0
2005;2601;buski;świętokrzyskie;0
2005;1207;limanowski;małopolskie;0
2005;222;wołowski;dolnośląskie;0
2005;1809;lubaczowski;podkarpackie;0
2005;2409;myszkowski;śląskie;0
2005;810;żagański;lubuskie;0
2005;402;brodnicki;kujawsko-pomorskie;0
2005;2606;opatowski;świętokrzyskie;0
2005;1803;dębicki;podkarpackie;0
2005;2208;lęborski;pomorskie;0
2005;3205;gryficki;zachodniopomorskie;0
2005;1422;przasnyski;mazowieckie;0
2005;2216;sztumski;pomorskie;0
2005;3213;sławieński;zachodniopomorskie;0
2005;804;nowosolski;lubuskie;0
2005;2818;gołdapski;warmińsko-mazurskie;0
2005;1424;pułtuski;mazowieckie;0
2005;605;janowski;lubelskie;0
2005;2206;kościerski;pomorskie;0
2005;1002;kutnowski;łódzkie;0
2005;1202;brzeski;małopolskie;0
2005;2209;malborski;pomorskie;0
2005;3005;grodziski;wielkopolskie;0
2005;2608;pińczowski;świętokrzyskie;0
2005;3007;kaliski;wielkopolskie;0
2005;664;Zamość;lubelskie;1
2005;221;wałbrzyski;dolnośląskie;0
2005;3216;świdwiński;zachodniopomorskie;0
2005;1411;makowski;mazowieckie;0
2005;3064;Poznań;wielkopolskie;1
2005;1415;ostrołęcki;mazowieckie;0
2005;602;biłgorajski;lubelskie;0
2005;2411;raciborski;śląskie;0
2005;1427;sierpecki;mazowieckie;0
2005;1010;piotrkowski;łódzkie;0
2005;1011;poddębicki;łódzkie;0
2005;2807;iławski;warmińsko-mazurskie;0
2005;3012;krotoszyński;wielkopolskie;0
2005;1016;tomaszowski;łódzkie;0
2005;1420;płoński;mazowieckie;0
2005;2603;kazimierski;świętokrzyskie;0
2005;1409;lipski;mazowieckie;0
2005;205;jaworski;dolnośląskie;0
2005;1433;węgrowski;mazowieckie;0
2005;2802;braniewski;warmińsko-mazurskie;0
2005;1262;Nowy Sącz;małopolskie;1
2005;1607;nyski;opolskie;0
2005;607;kraśnicki;lubelskie;0
2005;2405;gliwicki;śląskie;0
2005;1061;Łódź;łódzkie;1
2005;2477;Tychy;śląskie;1
2005;3030;wrzesiński;wielkopolskie;0
2005;1403;garwoliński;mazowieckie;0
2005;807;sulęciński;lubuskie;0
2005;1463;Radom;mazowieckie;1
2005;1817;sanocki;podkarpackie;0
2005;615;radzyński;lubelskie;0
2005;2806;giżycki;warmińsko-mazurskie;0
2005;1804;jarosławski;podkarpackie;0
2005;1019;zduńskowolski;łódzkie;0
2005;1818;stalowowolski;podkarpackie;0
2005;2404;częstochowski;śląskie;0
2005;2416;zawierciański;śląskie;0
2005;2203;człuchowski;pomorskie;0
2005;415;toruński;kujawsko-pomorskie;0
2005;3017;ostrowski;wielkopolskie;0
2005;2612;staszowski;świętokrzyskie;0
2005;2478;Zabrze;śląskie;1
2005;2007;łomżyński;podlaskie;0
2005;3063;Leszno;wielkopolskie;1
2005;618;tomaszowski;lubelskie;0
2005;214;oleśnicki;dolnośląskie;0
2005;1013;rawski;łódzkie;0
2005;409;mogileński;kujawsko-pomorskie;0
2005;1006;łódzki wschodni;łódzkie;0
2005;3002;czarnkowsko-trzcianecki;wielkopolskie;0
2005;2013;wysokomazowiecki;podlaskie;0
2005;201;bolesławiecki;dolnośląskie;0
2005;206;jeleniogórski;dolnośląskie;0
2005;809;zielonogórski;lubuskie;0
2005;1015;skierniewicki;łódzkie;0
2005;2611;starachowicki;świętokrzyskie;0
2005;661;Biała Podlaska;lubelskie;1
2004;617;świdnicki;lubelskie;0
2005;861;Gorzów Wielkopolski;lubuskie;1
2005;2467;Jastrzębie-Zdrój;śląskie;1
2005;3011;kościański;wielkopolskie;0
2004;1806;kolbuszowski;podkarpackie;0
2005;3212;pyrzycki;zachodniopomorskie;0
2004;1807;krośnieński;podkarpackie;0
2005;1008;pabianicki;łódzkie;0
2005;1408;legionowski;mazowieckie;0
2005;2801;bartoszycki;warmińsko-mazurskie;0
2005;1423;przysuski;mazowieckie;0
2005;217;strzeliński;dolnośląskie;0
2005;2006;kolneński;podlaskie;0
2005;806;strzelecko-drez;lubuskie;0
2005;1410;łosicki;mazowieckie;0
2005;212;lwówecki;dolnośląskie;0
2005;662;Chełm;lubelskie;1
2004;1819;strzyżowski;podkarpackie;0
2005;2661;Kielce;świętokrzyskie;1
2004;1820;tarnobrzeski;podkarpackie;0
2005;407;inowrocławski;kujawsko-pomorskie;0
2005;1815;ropczycko-sędziszowski;podkarpackie;0
2004;204;górowski;dolnośląskie;0
2005;1062;Piotrków Trybunalski;łódzkie;1
2005;2474;Siemianowice Śląskie;śląskie;1
2004;2414;bieruńsko-lędziński;śląskie;0
2004;203;głogowski;dolnośląskie;0
2004;205;jaworski;dolnośląskie;0
2004;226;złotoryjski;dolnośląskie;0
2004;261;Jelenia Góra;dolnośląskie;1
2004;262;Legnica;dolnośląskie;1
2004;264;Wrocław;dolnośląskie;1
2004;208;kłodzki;dolnośląskie;0
2004;209;legnicki;dolnośląskie;0
2004;210;lubański;dolnośląskie;0
2004;404;chełmiński;kujawsko-pomorskie;0
2004;211;lubiński;dolnośląskie;0
2004;405;golubsko-dobrzyński;kujawsko-pomorskie;0
2004;406;grudziądzki;kujawsko-pomorskie;0
2004;212;lwówecki;dolnośląskie;0
2004;613;parczewski;lubelskie;0
2004;213;milicki;dolnośląskie;0
2004;615;radzyński;lubelskie;0
2004;214;oleśnicki;dolnośląskie;0
2004;215;oławski;dolnośląskie;0
2004;1821;leski;podkarpackie;0
2004;216;polkowicki;dolnośląskie;0
2004;217;strzeliński;dolnośląskie;0
2004;218;średzki;dolnośląskie;0
2004;219;świdnicki;dolnośląskie;0
2004;220;trzebnicki;dolnośląskie;0
2004;221;wałbrzyski;dolnośląskie;0
2004;222;wołowski;dolnośląskie;0
2004;223;wrocławski;dolnośląskie;0
2004;2009;sejneński;podlaskie;0
2004;224;ząbkowicki;dolnośląskie;0
2004;225;zgorzelecki;dolnośląskie;0
2004;402;brodnicki;kujawsko-pomorskie;0
2004;403;bydgoski;kujawsko-pomorskie;0
2004;408;lipnowski;kujawsko-pomorskie;0
2004;409;mogileński;kujawsko-pomorskie;0
2004;410;nakielski;kujawsko-pomorskie;0
2004;411;radziejowski;kujawsko-pomorskie;0
2004;412;rypiński;kujawsko-pomorskie;0
2004;413;sępoleński;kujawsko-pomorskie;0
2004;414;świecki;kujawsko-pomorskie;0
2004;415;toruński;kujawsko-pomorskie;0
2004;416;tucholski;kujawsko-pomorskie;0
2004;417;wąbrzeski;kujawsko-pomorskie;0
2004;418;włocławski;kujawsko-pomorskie;0
2004;419;żniński;kujawsko-pomorskie;0
2004;461;Bydgoszcz;kujawsko-pomorskie;1
2004;462;Grudziądz;kujawsko-pomorskie;1
2004;463;Toruń;kujawsko-pomorskie;1
2004;464;Włocławek;kujawsko-pomorskie;1
2004;601;bialski;lubelskie;0
2004;602;biłgorajski;lubelskie;0
2004;603;chełmski;lubelskie;0
2004;605;janowski;lubelskie;0
2004;607;kraśnicki;lubelskie;0
2004;608;lubartowski;lubelskie;0
2004;609;lubelski;lubelskie;0
2004;610;łęczyński;lubelskie;0
2004;611;łukowski;lubelskie;0
2004;612;opolski;lubelskie;0
2004;614;puławski;lubelskie;0
2004;616;rycki;lubelskie;0
2004;618;tomaszowski;lubelskie;0
2004;619;włodawski;lubelskie;0
2004;620;zamojski;lubelskie;0
2004;662;Chełm;lubelskie;1
2004;663;Lublin;lubelskie;1
2004;664;Zamość;lubelskie;1
2004;801;gorzowski;lubuskie;0
2004;802;krośnieński;lubuskie;0
2004;803;międzyrzecki;lubuskie;0
2004;804;nowosolski;lubuskie;0
2004;805;słubicki;lubuskie;0
2004;806;strzelecko-drezdenecki;lubuskie;0
2004;807;sulęciński;lubuskie;0
2004;810;żagański;lubuskie;0
2004;811;żarski;lubuskie;0
2004;812;wschowski;lubuskie;0
2004;861;Gorzów Wielkopolski;lubuskie;1
2004;862;Zielona Góra;lubuskie;1
2004;1001;bełchatowski;łódzkie;0
2004;1002;kutnowski;łódzkie;0
2004;1003;łaski;łódzkie;0
2004;1004;łęczycki;łódzkie;0
2004;1005;łowicki;łódzkie;0
2004;1006;łódzki wschodni;łódzkie;0
2004;1007;opoczyński;łódzkie;0
2004;1008;pabianicki;łódzkie;0
2004;1009;pajęczański;łódzkie;0
2004;1010;piotrkowski;łódzkie;0
2004;202;dzierżoniowski;dolnośląskie;0
2004;1011;poddębicki;łódzkie;0
2004;1013;rawski;łódzkie;0
2004;1014;sieradzki;łódzkie;0
2004;1016;tomaszowski;łódzkie;0
2004;1017;wieluński;łódzkie;0
2004;1018;wieruszowski;łódzkie;0
2004;1020;zgierski;łódzkie;0
2004;1021;brzeziński;łódzkie;0
2004;1061;Łódź;łódzkie;1
2004;206;jeleniogórski;dolnośląskie;0
2004;207;kamiennogórski;dolnośląskie;0
2004;407;inowrocławski;kujawsko-pomorskie;0
2004;604;hrubieszowski;lubelskie;0
2004;606;krasnostawski;lubelskie;0
2004;808;świebodziński;lubuskie;0
2004;809;zielonogórski;lubuskie;0
2004;1015;skierniewicki;łódzkie;0
2004;401;aleksandrowski;kujawsko-pomorskie;0
2004;1204;dąbrowski;małopolskie;0
2004;661;Biała Podlaska;lubelskie;1
2004;1012;radomszczański;łódzkie;0
2004;1401;białobrzeski;mazowieckie;0
2004;1062;Piotrków Trybunalski;łódzkie;1
2004;1063;Skierniewice;łódzkie;1
2004;1201;bocheński;małopolskie;0
2004;1202;brzeski;małopolskie;0
2004;1203;chrzanowski;małopolskie;0
2004;1436;zwoleński;mazowieckie;0
2004;1205;gorlicki;małopolskie;0
2004;1206;krakowski;małopolskie;0
2004;1207;limanowski;małopolskie;0
2004;1208;miechowski;małopolskie;0
2004;1209;myślenicki;małopolskie;0
2004;1210;nowosądecki;małopolskie;0
2004;1211;nowotarski;małopolskie;0
2004;1212;olkuski;małopolskie;0
2004;1213;oświęcimski;małopolskie;0
2004;1214;proszowicki;małopolskie;0
2004;1215;suski;małopolskie;0
2004;1216;tarnowski;małopolskie;0
2004;1217;tatrzański;małopolskie;0
2004;1218;wadowicki;małopolskie;0
2004;1219;wielicki;małopolskie;0
2004;1261;Kraków;małopolskie;1
2004;1262;Nowy Sącz;małopolskie;1
2004;1263;Tarnów;małopolskie;1
2004;1402;ciechanowski;mazowieckie;0
2004;1403;garwoliński;mazowieckie;0
2004;1404;gostyniński;mazowieckie;0
2004;1405;grodziski;mazowieckie;0
2004;1406;grójecki;mazowieckie;0
2004;1407;kozienicki;mazowieckie;0
2004;1408;legionowski;mazowieckie;0
2004;1409;lipski;mazowieckie;0
2004;2264;Sopot;pomorskie;1
2004;1410;łosicki;mazowieckie;0
2004;2401;będziński;śląskie;0
2004;2402;bielski;śląskie;0
2004;2403;cieszyński;śląskie;0
2004;2405;gliwicki;śląskie;0
2004;1411;makowski;mazowieckie;0
2004;1412;miński;mazowieckie;0
2004;2408;mikołowski;śląskie;0
2004;1413;mławski;mazowieckie;0
2004;1414;nowodworski;mazowieckie;0
2004;1415;ostrołęcki;mazowieckie;0
2004;1416;ostrowski;mazowieckie;0
2004;1417;otwocki;mazowieckie;0
2004;1418;piaseczyński;mazowieckie;0
2004;1419;płocki;mazowieckie;0
2004;1420;płoński;mazowieckie;0
2004;1421;pruszkowski;mazowieckie;0
2004;1422;przasnyski;mazowieckie;0
2004;1423;przysuski;mazowieckie;0
2004;1424;pułtuski;mazowieckie;0
2004;1425;radomski;mazowieckie;0
2004;1426;siedlecki;mazowieckie;0
2004;2610;skarżyski;świętokrzyskie;0
2004;1427;sierpecki;mazowieckie;0
2004;1428;sochaczewski;mazowieckie;0
2004;1429;sokołowski;mazowieckie;0
2004;1430;szydłowiecki;mazowieckie;0
2004;1432;warszawski zachodni;mazowieckie;0
2004;1433;węgrowski;mazowieckie;0
2004;1434;wołomiński;mazowieckie;0
2004;1435;wyszkowski;mazowieckie;0
2004;1437;żuromiński;mazowieckie;0
2004;1438;żyrardowski;mazowieckie;0
2004;1461;Ostrołęka;mazowieckie;1
2004;1462;Płock;mazowieckie;1
2004;1463;Radom;mazowieckie;1
2004;1464;Siedlce;mazowieckie;1
2004;1465;Warszawa;mazowieckie;1
2004;1601;brzeski;opolskie;0
2004;1602;głubczycki;opolskie;0
2004;1606;namysłowski;opolskie;0
2004;1603;kędzierzyńsko-kozielski;opolskie;0
2004;1604;kluczborski;opolskie;0
2004;1610;prudnicki;opolskie;0
2004;1605;krapkowicki;opolskie;0
2004;2809;lidzbarski;warmińsko-mazurskie;0
2004;1607;nyski;opolskie;0
2004;1608;oleski;opolskie;0
2004;1609;opolski;opolskie;0
2004;1611;strzelecki;opolskie;0
2004;1661;Opole;opolskie;1
2004;1801;bieszczadzki;podkarpackie;0
2004;1802;brzozowski;podkarpackie;0
2004;2813;olecki;warmińsko-mazurskie;0
2004;2814;olsztyński;warmińsko-mazurskie;0
2004;2815;ostródzki;warmińsko-mazurskie;0
2004;1803;dębicki;podkarpackie;0
2004;1804;jarosławski;podkarpackie;0
2004;2818;gołdapski;warmińsko-mazurskie;0
2004;1805;jasielski;podkarpackie;0
2004;1808;leżajski;podkarpackie;0
2004;1809;lubaczowski;podkarpackie;0
2004;1810;łańcucki;podkarpackie;0
2004;1811;mielecki;podkarpackie;0
2004;1812;niżański;podkarpackie;0
2004;1813;przemyski;podkarpackie;0
2004;1814;przeworski;podkarpackie;0
2004;1815;ropczycko-sędziszowski;podkarpackie;0
2004;1816;rzeszowski;podkarpackie;0
2004;1817;sanocki;podkarpackie;0
2004;1861;Krosno;podkarpackie;1
2004;1862;Przemyśl;podkarpackie;1
2004;1863;Rzeszów;podkarpackie;1
2004;1864;Tarnobrzeg;podkarpackie;1
2004;2014;zambrowski;podlaskie;0
2004;2061;Białystok;podlaskie;1
2004;2001;augustowski;podlaskie;0
2004;2002;białostocki;podlaskie;0
2004;2003;bielski;podlaskie;0
2004;2004;grajewski;podlaskie;0
2004;2005;hajnowski;podlaskie;0
2004;2209;malborski;pomorskie;0
2004;2210;nowodworski;pomorskie;0
2004;2006;kolneński;podlaskie;0
2004;2007;łomżyński;podlaskie;0
2004;2211;pucki;pomorskie;0
2004;2212;słupski;pomorskie;0
2004;2008;moniecki;podlaskie;0
2004;2010;siemiatycki;podlaskie;0
2004;2011;sokólski;podlaskie;0
2004;2012;suwalski;podlaskie;0
2004;2013;wysokomazowiecki;podlaskie;0
2004;2062;Łomża;podlaskie;1
2004;2063;Suwałki;podlaskie;1
2004;2201;bytowski;pomorskie;0
2004;2202;chojnicki;pomorskie;0
2004;2203;człuchowski;pomorskie;0
2004;2204;gdański;pomorskie;0
2004;2205;kartuski;pomorskie;0
2004;2206;kościerski;pomorskie;0
2004;2207;kwidzyński;pomorskie;0
2004;2216;sztumski;pomorskie;0
2004;2261;Gdańsk;pomorskie;1
2004;2262;Gdynia;pomorskie;1
2004;2263;Słupsk;pomorskie;1
2004;2208;lęborski;pomorskie;0
2004;2213;starogardzki;pomorskie;0
2004;2214;tczewski;pomorskie;0
2004;2215;wejherowski;pomorskie;0
2004;2406;kłobucki;śląskie;0
2004;2407;lubliniecki;śląskie;0
2004;2409;myszkowski;śląskie;0
2004;2410;pszczyński;śląskie;0
2004;2411;raciborski;śląskie;0
2004;2404;częstochowski;śląskie;0
2004;2415;wodzisławski;śląskie;0
2004;2417;żywiecki;śląskie;0
2004;2462;Bytom;śląskie;1
2004;2463;Chorzów;śląskie;1
2004;2464;Częstochowa;śląskie;1
2004;2465;Dąbrowa Górnicza;śląskie;1
2004;2466;Gliwice;śląskie;1
2004;2467;Jastrzębie-Zdrój;śląskie;1
2004;2468;Jaworzno;śląskie;1
2004;2469;Katowice;śląskie;1
2004;2470;Mysłowice;śląskie;1
2004;2471;Piekary Śląskie;śląskie;1
2004;2472;Ruda Śląska;śląskie;1
2004;2473;Rybnik;śląskie;1
2004;2474;Siemianowice Śląskie;śląskie;1
2004;2475;Sosnowiec;śląskie;1
2004;2477;Tychy;śląskie;1
2004;2478;Zabrze;śląskie;1
2004;2479;Żory;śląskie;1
2004;2601;buski;świętokrzyskie;0
2004;2602;jędrzejowski;świętokrzyskie;0
2004;2603;kazimierski;świętokrzyskie;0
2004;2604;kielecki;świętokrzyskie;0
2004;3015;nowotomyski;wielkopolskie;0
2004;2605;konecki;świętokrzyskie;0
2004;2606;opatowski;świętokrzyskie;0
2004;2607;ostrowiecki;świętokrzyskie;0
2004;2608;pińczowski;świętokrzyskie;0
2004;2609;sandomierski;świętokrzyskie;0
2004;3207;kamieński;zachodniopomorskie;0
2004;2612;staszowski;świętokrzyskie;0
2004;2613;włoszczowski;świętokrzyskie;0
2004;2661;Kielce;świętokrzyskie;1
2004;2801;bartoszycki;warmińsko-mazurskie;0
2004;2802;braniewski;warmińsko-mazurskie;0
2004;2803;działdowski;warmińsko-mazurskie;0
2004;2804;elbląski;warmińsko-mazurskie;0
2004;2805;ełcki;warmińsko-mazurskie;0
2004;2806;giżycki;warmińsko-mazurskie;0
2004;3213;sławieński;zachodniopomorskie;0
2004;2807;iławski;warmińsko-mazurskie;0
2004;2808;kętrzyński;warmińsko-mazurskie;0
2004;3263;Świnoujście;zachodniopomorskie;1
2004;2810;mrągowski;warmińsko-mazurskie;0
2004;3014;międzychodzki;wielkopolskie;0
2004;2811;nidzicki;warmińsko-mazurskie;0
2004;2812;nowomiejski;warmińsko-mazurskie;0
2004;2816;piski;warmińsko-mazurskie;0
2004;2817;szczycieński;warmińsko-mazurskie;0
2004;2819;węgorzewski;warmińsko-mazurskie;0
2004;2861;Elbląg;warmińsko-mazurskie;1
2004;2862;Olsztyn;warmińsko-mazurskie;1
2004;3001;chodzieski;wielkopolskie;0
2004;3002;czarnkowsko-trzcianecki;wielkopolskie;0
2004;3003;gnieźnieński;wielkopolskie;0
2004;3004;gostyński;wielkopolskie;0
2004;3005;grodziski;wielkopolskie;0
2004;3006;jarociński;wielkopolskie;0
2004;3007;kaliski;wielkopolskie;0
2004;3008;kępiński;wielkopolskie;0
2004;3009;kolski;wielkopolskie;0
2004;3010;koniński;wielkopolskie;0
2004;3011;kościański;wielkopolskie;0
2002;1436;zwoleński;mazowieckie;0
2004;3012;krotoszyński;wielkopolskie;0
2004;3013;leszczyński;wielkopolskie;0
2004;3017;ostrowski;wielkopolskie;0
2004;3019;pilski;wielkopolskie;0
2004;3020;pleszewski;wielkopolskie;0
2004;3022;rawicki;wielkopolskie;0
2004;3023;słupecki;wielkopolskie;0
2004;3024;szamotulski;wielkopolskie;0
2004;3025;średzki;wielkopolskie;0
2004;3018;ostrzeszowski;wielkopolskie;0
2004;3026;śremski;wielkopolskie;0
2004;3027;turecki;wielkopolskie;0
2004;3028;wągrowiecki;wielkopolskie;0
2004;3029;wolsztyński;wielkopolskie;0
2004;3030;wrzesiński;wielkopolskie;0
2004;3031;złotowski;wielkopolskie;0
2004;3061;Kalisz;wielkopolskie;1
2004;3063;Leszno;wielkopolskie;1
2004;3201;białogardzki;zachodniopomorskie;0
2004;3202;choszczeński;zachodniopomorskie;0
2004;3205;gryficki;zachodniopomorskie;0
2004;3208;kołobrzeski;zachodniopomorskie;0
2004;3210;myśliborski;zachodniopomorskie;0
2004;3212;pyrzycki;zachodniopomorskie;0
2003;226;złotoryjski;dolnośląskie;0
2003;261;Jelenia Góra;dolnośląskie;1
2003;262;Legnica;dolnośląskie;1
2004;3215;szczecinecki;zachodniopomorskie;0
2003;264;Wrocław;dolnośląskie;1
2004;3216;świdwiński;zachodniopomorskie;0
2003;404;chełmiński;kujawsko-pomorskie;0
2004;3217;wałecki;zachodniopomorskie;0
2004;3218;łobeski;zachodniopomorskie;0
2004;2476;Świętochłowice;śląskie;1
2004;201;bolesławiecki;dolnośląskie;0
2004;1019;zduńskowolski;łódzkie;0
2004;2611;starachowicki;świętokrzyskie;0
2003;405;golubsko-dobrzyński;kujawsko-pomorskie;0
2003;406;grudziądzki;kujawsko-pomorskie;0
2003;203;głogowski;dolnośląskie;0
2003;204;górowski;dolnośląskie;0
2003;202;dzierżoniowski;dolnośląskie;0
2003;205;jaworski;dolnośląskie;0
2003;208;kłodzki;dolnośląskie;0
2003;209;legnicki;dolnośląskie;0
2003;210;lubański;dolnośląskie;0
2003;211;lubiński;dolnośląskie;0
2003;207;kamiennogórski;dolnośląskie;0
2003;212;lwówecki;dolnośląskie;0
2003;613;parczewski;lubelskie;0
2003;213;milicki;dolnośląskie;0
2003;615;radzyński;lubelskie;0
2003;214;oleśnicki;dolnośląskie;0
2003;215;oławski;dolnośląskie;0
2003;617;świdnicki;lubelskie;0
2003;216;polkowicki;dolnośląskie;0
2002;1602;głubczycki;opolskie;0
2003;217;strzeliński;dolnośląskie;0
2003;218;średzki;dolnośląskie;0
2003;219;świdnicki;dolnośląskie;0
2003;220;trzebnicki;dolnośląskie;0
2003;221;wałbrzyski;dolnośląskie;0
2003;222;wołowski;dolnośląskie;0
2003;223;wrocławski;dolnośląskie;0
2003;224;ząbkowicki;dolnośląskie;0
2003;225;zgorzelecki;dolnośląskie;0
2003;402;brodnicki;kujawsko-pomorskie;0
2003;403;bydgoski;kujawsko-pomorskie;0
2003;408;lipnowski;kujawsko-pomorskie;0
2003;409;mogileński;kujawsko-pomorskie;0
2003;410;nakielski;kujawsko-pomorskie;0
2003;411;radziejowski;kujawsko-pomorskie;0
2003;412;rypiński;kujawsko-pomorskie;0
2003;413;sępoleński;kujawsko-pomorskie;0
2003;206;jeleniogórski;dolnośląskie;0
2003;407;inowrocławski;kujawsko-pomorskie;0
2003;414;świecki;kujawsko-pomorskie;0
2003;415;toruński;kujawsko-pomorskie;0
2003;416;tucholski;kujawsko-pomorskie;0
2003;417;wąbrzeski;kujawsko-pomorskie;0
2003;418;włocławski;kujawsko-pomorskie;0
