rok;wojewodztwo;powiat;gmina;teryt
2012;lubelskie;bialski;biała podlaska;60103
2013;lubelskie;bialski;terespol;60102
2013;lubelskie;bialski;drelów;60104
2013;lubelskie;bialski;janów podlaski;60105
2013;lubelskie;bialski;konstantynów;60107
2013;lubelskie;bialski;kodeń;60106
2013;lubelskie;bialski;leśna podlaska;60108
2013;lubelskie;bialski;łomazy;60109
2013;lubelskie;bialski;międzyrzec podlaski;60110
2013;lubelskie;bialski;międzyrzec podlaski;60101
2013;lubelskie;bialski;rokitno;60112
2013;lubelskie;bialski;rossosz;60113
2013;lubelskie;bialski;sławatycze;60114
2013;lubelskie;bialski;tuczna;60117
2013;lubelskie;bialski;zalesie;60119
2013;lubelskie;bialski;terespol;60116
2013;lubelskie;bialski;wisznice;60118
2013;lubelskie;bialski;sosnówka;60115
2013;lubelskie;bialski;piszczac;60111
2013;lubelskie;bialski;biała podlaska;60103
2014;lubelskie;bialski;biała podlaska;60103
2014;lubelskie;bialski;łomazy;60109
2014;lubelskie;bialski;janów podlaski;60105
2014;lubelskie;bialski;piszczac;60111
2014;lubelskie;bialski;rokitno;60112
2014;lubelskie;bialski;międzyrzec podlaski;60101
2014;lubelskie;bialski;kodeń;60106
2014;lubelskie;bialski;konstantynów;60107
2014;lubelskie;bialski;leśna podlaska;60108
2014;lubelskie;bialski;tuczna;60117
2014;lubelskie;bialski;międzyrzec podlaski;60110
2014;lubelskie;bialski;rossosz;60113
2014;lubelskie;bialski;terespol;60102
2014;lubelskie;bialski;zalesie;60119
2014;lubelskie;bialski;drelów;60104
2014;lubelskie;bialski;terespol;60116
2014;lubelskie;bialski;sosnówka;60115
2014;lubelskie;bialski;sławatycze;60114
2014;lubelskie;bialski;wisznice;60118
2015;lubelskie;bialski;konstantynów;60107
2015;lubelskie;bialski;międzyrzec podlaski;60110
2015;lubelskie;bialski;łomazy;60109
2015;lubelskie;bialski;sławatycze;60114
2015;lubelskie;bialski;janów podlaski;60105
2015;lubelskie;bialski;kodeń;60106
2015;lubelskie;bialski;piszczac;60111
2015;lubelskie;bialski;terespol;60116
2015;lubelskie;bialski;drelów;60104
2015;lubelskie;bialski;rokitno;60112
2015;lubelskie;bialski;rossosz;60113
2015;lubelskie;bialski;terespol;60102
2015;lubelskie;bialski;międzyrzec podlaski;60101
2015;lubelskie;bialski;leśna podlaska;60108
2015;lubelskie;bialski;zalesie;60119
2015;lubelskie;bialski;wisznice;60118
2015;lubelskie;bialski;tuczna;60117
2015;lubelskie;bialski;biała podlaska;60103
2015;lubelskie;bialski;sosnówka;60115
1999;lubuskie;gorzowski;lubiszyn;80105
1999;lubuskie;gorzowski;kłodawa;80104
1999;lubuskie;gorzowski;kostrzyn;80101
1999;lubuskie;gorzowski;santok;80106
1999;lubuskie;gorzowski;deszczno;80103
1999;lubuskie;gorzowski;witnica;80107
1999;lubuskie;gorzowski;bogdaniec;80102
2000;lubuskie;gorzowski;witnica;80107
2000;lubuskie;gorzowski;bogdaniec;80102
2000;lubuskie;gorzowski;deszczno;80103
2000;lubuskie;gorzowski;lubiszyn;80105
2000;lubuskie;gorzowski;kłodawa;80104
2000;lubuskie;gorzowski;santok;80106
2000;lubuskie;gorzowski;kostrzyn;80101
2001;lubuskie;gorzowski;lubiszyn;80105
2001;lubuskie;gorzowski;witnica;80107
2001;lubuskie;gorzowski;santok;80106
2001;lubuskie;gorzowski;kłodawa;80104
2001;lubuskie;gorzowski;deszczno;80103
2001;lubuskie;gorzowski;bogdaniec;80102
2001;lubuskie;gorzowski;kostrzyn;80101
2002;lubuskie;gorzowski;kostrzyn;80101
2002;lubuskie;gorzowski;witnica;80107
2002;lubuskie;gorzowski;santok;80106
2002;lubuskie;gorzowski;lubiszyn;80105
2002;lubuskie;gorzowski;kłodawa;80104
2002;lubuskie;gorzowski;deszczno;80103
2002;lubuskie;gorzowski;bogdaniec;80102
2003;lubuskie;gorzowski;kłodawa;80104
2003;lubuskie;gorzowski;bogdaniec;80102
2003;lubuskie;gorzowski;deszczno;80103
2003;lubuskie;gorzowski;kostrzyn;80101
2003;lubuskie;gorzowski;lubiszyn;80105
2003;lubuskie;gorzowski;santok;80106
2003;lubuskie;gorzowski;witnica;80107
2004;lubuskie;gorzowski;witnica;80107
2004;lubuskie;gorzowski;bogdaniec;80102
2004;lubuskie;gorzowski;deszczno;80103
2004;lubuskie;gorzowski;kostrzyn nad odrą;80101
2004;lubuskie;gorzowski;kłodawa;80104
2004;lubuskie;gorzowski;lubiszyn;80105
2004;lubuskie;gorzowski;santok;80106
2005;lubuskie;gorzowski;lubiszyn;80105
2005;lubuskie;gorzowski;witnica;80107
2005;lubuskie;gorzowski;bogdaniec;80102
2005;lubuskie;gorzowski;santok;80106
2005;lubuskie;gorzowski;deszczno;80103
2005;lubuskie;gorzowski;kostrzyn nad odrą;80101
2005;lubuskie;gorzowski;kłodawa;80104
2006;lubuskie;gorzowski;witnica;80107
2006;lubuskie;gorzowski;bogdaniec;80102
2006;lubuskie;gorzowski;deszczno;80103
2006;lubuskie;gorzowski;kostrzyn nad odrą;80101
2006;lubuskie;gorzowski;kłodawa;80104
2006;lubuskie;gorzowski;lubiszyn;80105
2006;lubuskie;gorzowski;santok;80106
2007;lubuskie;gorzowski;deszczno;80103
2007;lubuskie;gorzowski;witnica;80107
2007;lubuskie;gorzowski;santok;80106
2007;lubuskie;gorzowski;kostrzyn nad odrą;80101
2007;lubuskie;gorzowski;lubiszyn;80105
2007;lubuskie;gorzowski;kłodawa;80104
2007;lubuskie;gorzowski;bogdaniec;80102
2008;lubuskie;gorzowski;witnica;80107
2008;lubuskie;gorzowski;bogdaniec;80102
2008;lubuskie;gorzowski;kostrzyn nad odrą;80101
2008;lubuskie;gorzowski;santok;80106
2008;lubuskie;gorzowski;lubiszyn;80105
2008;lubuskie;gorzowski;kłodawa;80104
2008;lubuskie;gorzowski;deszczno;80103
2009;lubuskie;gorzowski;santok;80106
2009;lubuskie;gorzowski;kłodawa;80104
2009;lubuskie;gorzowski;lubiszyn;80105
2009;lubuskie;gorzowski;witnica;80107
2009;lubuskie;gorzowski;bogdaniec;80102
2009;lubuskie;gorzowski;kostrzyn nad odrą;80101
2009;lubuskie;gorzowski;deszczno;80103
2010;lubuskie;gorzowski;witnica;80107
2010;lubuskie;gorzowski;kłodawa;80104
2010;lubuskie;gorzowski;bogdaniec;80102
2010;lubuskie;gorzowski;kostrzyn nad odrą;80101
2010;lubuskie;gorzowski;lubiszyn;80105
2010;lubuskie;gorzowski;deszczno;80103
2010;lubuskie;gorzowski;santok;80106
2011;lubuskie;gorzowski;santok;80106
2011;lubuskie;gorzowski;kłodawa;80104
2011;lubuskie;gorzowski;bogdaniec;80102
2011;lubuskie;gorzowski;lubiszyn;80105
2011;lubuskie;gorzowski;witnica;80107
2011;lubuskie;gorzowski;kostrzyn nad odrą;80101
2011;lubuskie;gorzowski;deszczno;80103
2012;lubuskie;gorzowski;kłodawa;80104
2012;lubuskie;gorzowski;bogdaniec;80102
2012;lubuskie;gorzowski;deszczno;80103
2012;lubuskie;gorzowski;santok;80106
2012;lubuskie;gorzowski;kostrzyn nad odrą;80101
2012;lubuskie;gorzowski;witnica;80107
2012;lubuskie;gorzowski;lubiszyn;80105
2013;lubuskie;gorzowski;santok;80106
2013;lubuskie;gorzowski;lubiszyn;80105
2013;lubuskie;gorzowski;kostrzyn nad odrą;80101
2013;lubuskie;gorzowski;kłodawa;80104
2013;lubuskie;gorzowski;witnica;80107
2013;lubuskie;gorzowski;deszczno;80103
2013;lubuskie;gorzowski;bogdaniec;80102
2014;lubuskie;gorzowski;witnica;80107
2014;lubuskie;gorzowski;bogdaniec;80102
2014;lubuskie;gorzowski;deszczno;80103
2014;lubuskie;gorzowski;lubiszyn;80105
2014;lubuskie;gorzowski;santok;80106
2014;lubuskie;gorzowski;kłodawa;80104
2014;lubuskie;gorzowski;kostrzyn nad odrą;80101
2015;lubuskie;gorzowski;kostrzyn nad odrą;80101
2015;lubuskie;gorzowski;santok;80106
2015;lubuskie;gorzowski;witnica;80107
2015;lubuskie;gorzowski;deszczno;80103
2015;lubuskie;gorzowski;bogdaniec;80102
2015;lubuskie;gorzowski;lubiszyn;80105
2015;lubuskie;gorzowski;kłodawa;80104
1999;łódzkie;bełchatowski;bełchatów;100102
1999;łódzkie;bełchatowski;bełchatów;100101
1999;łódzkie;bełchatowski;kluki;100105
1999;łódzkie;bełchatowski;rusiec;100106
1999;łódzkie;bełchatowski;kleszczów;100104
1999;łódzkie;bełchatowski;drużbice;100103
1999;łódzkie;bełchatowski;szczerców;100107
1999;łódzkie;bełchatowski;zelów;100108
2000;łódzkie;bełchatowski;szczerców;100107
2000;łódzkie;bełchatowski;bełchatów;100101
2000;łódzkie;bełchatowski;bełchatów;100102
2000;łódzkie;bełchatowski;drużbice;100103
2000;łódzkie;bełchatowski;kleszczów;100104
2000;łódzkie;bełchatowski;kluki;100105
2000;łódzkie;bełchatowski;rusiec;100106
2000;łódzkie;bełchatowski;zelów;100108
2001;łódzkie;bełchatowski;kluki;100105
2001;łódzkie;bełchatowski;kleszczów;100104
2001;łódzkie;bełchatowski;drużbice;100103
2001;łódzkie;bełchatowski;bełchatów;100102
2001;łódzkie;bełchatowski;bełchatów;100101
2001;łódzkie;bełchatowski;zelów;100108
2001;łódzkie;bełchatowski;rusiec;100106
2001;łódzkie;bełchatowski;szczerców;100107
2002;łódzkie;bełchatowski;drużbice;100103
2002;łódzkie;bełchatowski;kleszczów;100104
2002;łódzkie;bełchatowski;kluki;100105
2002;łódzkie;bełchatowski;rusiec;100106
2002;łódzkie;bełchatowski;szczerców;100107
2002;łódzkie;bełchatowski;bełchatów;100101
2002;łódzkie;bełchatowski;zelów;100108
2002;łódzkie;bełchatowski;bełchatów;100102
2003;łódzkie;bełchatowski;kleszczów;100104
2003;łódzkie;bełchatowski;bełchatów;100101
2003;łódzkie;bełchatowski;rusiec;100106
2003;łódzkie;bełchatowski;drużbice;100103
2003;łódzkie;bełchatowski;bełchatów;100102
2003;łódzkie;bełchatowski;szczerców;100107
2003;łódzkie;bełchatowski;zelów;100108
2003;łódzkie;bełchatowski;kluki;100105
2004;łódzkie;bełchatowski;rusiec;100106
2004;łódzkie;bełchatowski;kleszczów;100104
2004;łódzkie;bełchatowski;kluki;100105
2004;łódzkie;bełchatowski;szczerców;100107
2004;łódzkie;bełchatowski;zelów;100108
2004;łódzkie;bełchatowski;bełchatów;100101
2004;łódzkie;bełchatowski;bełchatów;100102
2004;łódzkie;bełchatowski;drużbice;100103
2005;łódzkie;bełchatowski;bełchatów;100101
2005;łódzkie;bełchatowski;zelów;100108
2005;łódzkie;bełchatowski;kleszczów;100104
2005;łódzkie;bełchatowski;bełchatów;100102
2005;łódzkie;bełchatowski;drużbice;100103
2005;łódzkie;bełchatowski;szczerców;100107
2005;łódzkie;bełchatowski;kluki;100105
2005;łódzkie;bełchatowski;rusiec;100106
2006;łódzkie;bełchatowski;kleszczów;100104
2006;łódzkie;bełchatowski;zelów;100108
2006;łódzkie;bełchatowski;drużbice;100103
2006;łódzkie;bełchatowski;bełchatów;100102
2006;łódzkie;bełchatowski;rusiec;100106
2006;łódzkie;bełchatowski;kluki;100105
2006;łódzkie;bełchatowski;bełchatów;100101
2006;łódzkie;bełchatowski;szczerców;100107
2007;łódzkie;bełchatowski;bełchatów;100101
2007;łódzkie;bełchatowski;zelów;100108
2007;łódzkie;bełchatowski;szczerców;100107
2007;łódzkie;bełchatowski;rusiec;100106
2007;łódzkie;bełchatowski;drużbice;100103
2007;łódzkie;bełchatowski;bełchatów;100102
2007;łódzkie;bełchatowski;kluki;100105
2007;łódzkie;bełchatowski;kleszczów;100104
2008;łódzkie;bełchatowski;bełchatów;100102
2008;łódzkie;bełchatowski;zelów;100108
2008;łódzkie;bełchatowski;drużbice;100103
2008;łódzkie;bełchatowski;szczerców;100107
2008;łódzkie;bełchatowski;bełchatów;100101
2008;łódzkie;bełchatowski;rusiec;100106
2008;łódzkie;bełchatowski;kluki;100105
2008;łódzkie;bełchatowski;kleszczów;100104
2009;łódzkie;bełchatowski;kleszczów;100104
2009;łódzkie;bełchatowski;bełchatów;100101
2009;łódzkie;bełchatowski;szczerców;100107
2009;łódzkie;bełchatowski;bełchatów;100102
2009;łódzkie;bełchatowski;zelów;100108
2009;łódzkie;bełchatowski;drużbice;100103
2009;łódzkie;bełchatowski;rusiec;100106
2009;łódzkie;bełchatowski;kluki;100105
2010;łódzkie;bełchatowski;kluki;100105
2010;łódzkie;bełchatowski;bełchatów;100101
2010;łódzkie;bełchatowski;bełchatów;100102
2010;łódzkie;bełchatowski;szczerców;100107
2010;łódzkie;bełchatowski;rusiec;100106
2010;łódzkie;bełchatowski;zelów;100108
2010;łódzkie;bełchatowski;drużbice;100103
2010;łódzkie;bełchatowski;kleszczów;100104
2011;łódzkie;bełchatowski;zelów;100108
2011;łódzkie;bełchatowski;kluki;100105
2011;łódzkie;bełchatowski;rusiec;100106
2011;łódzkie;bełchatowski;bełchatów;100101
2011;łódzkie;bełchatowski;szczerców;100107
2011;łódzkie;bełchatowski;bełchatów;100102
2011;łódzkie;bełchatowski;drużbice;100103
2011;łódzkie;bełchatowski;kleszczów;100104
2012;łódzkie;bełchatowski;rusiec;100106
2012;łódzkie;bełchatowski;drużbice;100103
2012;łódzkie;bełchatowski;bełchatów;100102
2012;łódzkie;bełchatowski;bełchatów;100101
2012;łódzkie;bełchatowski;zelów;100108
2012;łódzkie;bełchatowski;szczerców;100107
2012;łódzkie;bełchatowski;kluki;100105
2012;łódzkie;bełchatowski;kleszczów;100104
2013;łódzkie;bełchatowski;szczerców;100107
2013;łódzkie;bełchatowski;bełchatów;100101
2013;łódzkie;bełchatowski;bełchatów;100102
2013;łódzkie;bełchatowski;rusiec;100106
2013;łódzkie;bełchatowski;kluki;100105
2013;łódzkie;bełchatowski;kleszczów;100104
2013;łódzkie;bełchatowski;zelów;100108
2013;łódzkie;bełchatowski;drużbice;100103
2014;łódzkie;bełchatowski;bełchatów;100101
2014;łódzkie;bełchatowski;drużbice;100103
2014;łódzkie;bełchatowski;bełchatów;100102
2014;łódzkie;bełchatowski;kleszczów;100104
2014;łódzkie;bełchatowski;kluki;100105
2014;łódzkie;bełchatowski;rusiec;100106
2014;łódzkie;bełchatowski;szczerców;100107
2014;łódzkie;bełchatowski;zelów;100108
2015;łódzkie;bełchatowski;kluki;100105
2015;łódzkie;bełchatowski;szczerców;100107
2015;łódzkie;bełchatowski;bełchatów;100102
2015;łódzkie;bełchatowski;bełchatów;100101
2015;łódzkie;bełchatowski;rusiec;100106
2015;łódzkie;bełchatowski;drużbice;100103
2015;łódzkie;bełchatowski;kleszczów;100104
2015;łódzkie;bełchatowski;zelów;100108
1999;małopolskie;bocheński;trzciana;120108
1999;małopolskie;bocheński;rzezawa;120107
1999;małopolskie;bocheński;żegocina;120109
1999;małopolskie;bocheński;drwinia;120103
1999;małopolskie;bocheński;bochnia;120102
1999;małopolskie;bocheński;bochnia;120101
1999;małopolskie;bocheński;lipnica murowana;120104
1999;małopolskie;bocheński;łapanów;120105
1999;małopolskie;bocheński;nowy wiśnicz;120106
2000;małopolskie;bocheński;bochnia;120101
2000;małopolskie;bocheński;bochnia;120102
2000;małopolskie;bocheński;drwinia;120103
2000;małopolskie;bocheński;lipnica murowana;120104
2000;małopolskie;bocheński;łapanów;120105
2000;małopolskie;bocheński;nowy wiśnicz;120106
2000;małopolskie;bocheński;rzezawa;120107
2000;małopolskie;bocheński;trzciana;120108
2000;małopolskie;bocheński;żegocina;120109
2001;małopolskie;bocheński;bochnia;120101
2001;małopolskie;bocheński;nowy wiśnicz;120106
2001;małopolskie;bocheński;lipnica murowana;120104
2001;małopolskie;bocheński;rzezawa;120107
2001;małopolskie;bocheński;trzciana;120108
2001;małopolskie;bocheński;żegocina;120109
2001;małopolskie;bocheński;bochnia;120102
2001;małopolskie;bocheński;łapanów;120105
2001;małopolskie;bocheński;drwinia;120103
2002;małopolskie;bocheński;rzezawa;120107
2002;małopolskie;bocheński;bochnia;120101
2002;małopolskie;bocheński;lipnica murowana;120104
2002;małopolskie;bocheński;bochnia;120102
2002;małopolskie;bocheński;drwinia;120103
2002;małopolskie;bocheński;żegocina;120109
2002;małopolskie;bocheński;nowy wiśnicz;120106
2002;małopolskie;bocheński;łapanów;120105
2002;małopolskie;bocheński;trzciana;120108
2003;małopolskie;bocheński;rzezawa;120107
2003;małopolskie;bocheński;nowy wiśnicz;120106
2003;małopolskie;bocheński;bochnia;120102
2003;małopolskie;bocheński;łapanów;120105
2003;małopolskie;bocheński;żegocina;120109
2003;małopolskie;bocheński;trzciana;120108
2003;małopolskie;bocheński;bochnia;120101
2003;małopolskie;bocheński;lipnica murowana;120104
2003;małopolskie;bocheński;drwinia;120103
2004;małopolskie;bocheński;łapanów;120105
2004;małopolskie;bocheński;nowy wiśnicz;120106
2004;małopolskie;bocheński;rzezawa;120107
2004;małopolskie;bocheński;bochnia;120102
2004;małopolskie;bocheński;lipnica murowana;120104
2004;małopolskie;bocheński;drwinia;120103
2004;małopolskie;bocheński;trzciana;120108
2004;małopolskie;bocheński;żegocina;120109
2004;małopolskie;bocheński;bochnia;120101
2005;małopolskie;bocheński;żegocina;120109
2005;małopolskie;bocheński;nowy wiśnicz;120106
2005;małopolskie;bocheński;rzezawa;120107
2005;małopolskie;bocheński;łapanów;120105
2005;małopolskie;bocheński;lipnica murowana;120104
2005;małopolskie;bocheński;bochnia;120102
2005;małopolskie;bocheński;trzciana;120108
2005;małopolskie;bocheński;drwinia;120103
2005;małopolskie;bocheński;bochnia;120101
2006;małopolskie;bocheński;żegocina;120109
2006;małopolskie;bocheński;lipnica murowana;120104
2006;małopolskie;bocheński;trzciana;120108
2006;małopolskie;bocheński;drwinia;120103
2006;małopolskie;bocheński;bochnia;120102
2006;małopolskie;bocheński;rzezawa;120107
2006;małopolskie;bocheński;bochnia;120101
2006;małopolskie;bocheński;nowy wiśnicz;120106
2006;małopolskie;bocheński;łapanów;120105
2007;małopolskie;bocheński;trzciana;120108
2007;małopolskie;bocheński;bochnia;120101
2007;małopolskie;bocheński;bochnia;120102
2007;małopolskie;bocheński;lipnica murowana;120104
2007;małopolskie;bocheński;żegocina;120109
2007;małopolskie;bocheński;rzezawa;120107
2007;małopolskie;bocheński;drwinia;120103
2007;małopolskie;bocheński;łapanów;120105
2007;małopolskie;bocheński;nowy wiśnicz;120106
2008;małopolskie;bocheński;trzciana;120108
2008;małopolskie;bocheński;żegocina;120109
2008;małopolskie;bocheński;nowy wiśnicz;120106
2008;małopolskie;bocheński;lipnica murowana;120104
2008;małopolskie;bocheński;drwinia;120103
2008;małopolskie;bocheński;rzezawa;120107
2008;małopolskie;bocheński;bochnia;120102
2008;małopolskie;bocheński;bochnia;120101
2008;małopolskie;bocheński;łapanów;120105
2009;małopolskie;bocheński;lipnica murowana;120104
2009;małopolskie;bocheński;rzezawa;120107
2009;małopolskie;bocheński;nowy wiśnicz;120106
2009;małopolskie;bocheński;drwinia;120103
2009;małopolskie;bocheński;bochnia;120102
2009;małopolskie;bocheński;trzciana;120108
2009;małopolskie;bocheński;łapanów;120105
2009;małopolskie;bocheński;żegocina;120109
2009;małopolskie;bocheński;bochnia;120101
2010;małopolskie;bocheński;bochnia;120101
2010;małopolskie;bocheński;nowy wiśnicz;120106
2010;małopolskie;bocheński;łapanów;120105
2010;małopolskie;bocheński;lipnica murowana;120104
2010;małopolskie;bocheński;żegocina;120109
2010;małopolskie;bocheński;rzezawa;120107
2010;małopolskie;bocheński;drwinia;120103
2010;małopolskie;bocheński;trzciana;120108
2010;małopolskie;bocheński;bochnia;120102
2011;małopolskie;bocheński;drwinia;120103
2011;małopolskie;bocheński;bochnia;120102
2011;małopolskie;bocheński;bochnia;120101
2011;małopolskie;bocheński;rzezawa;120107
2011;małopolskie;bocheński;nowy wiśnicz;120106
2011;małopolskie;bocheński;łapanów;120105
2011;małopolskie;bocheński;lipnica murowana;120104
2011;małopolskie;bocheński;żegocina;120109
2011;małopolskie;bocheński;trzciana;120108
2012;małopolskie;bocheński;trzciana;120108
2012;małopolskie;bocheński;lipnica murowana;120104
2012;małopolskie;bocheński;rzezawa;120107
2012;małopolskie;bocheński;bochnia;120101
2012;małopolskie;bocheński;drwinia;120103
2012;małopolskie;bocheński;bochnia;120102
2012;małopolskie;bocheński;żegocina;120109
2012;małopolskie;bocheński;łapanów;120105
2012;małopolskie;bocheński;nowy wiśnicz;120106
2013;małopolskie;bocheński;nowy wiśnicz;120106
2013;małopolskie;bocheński;bochnia;120102
2013;małopolskie;bocheński;żegocina;120109
2013;małopolskie;bocheński;drwinia;120103
2013;małopolskie;bocheński;lipnica murowana;120104
2013;małopolskie;bocheński;łapanów;120105
2013;małopolskie;bocheński;bochnia;120101
2013;małopolskie;bocheński;rzezawa;120107
2013;małopolskie;bocheński;trzciana;120108
2014;małopolskie;bocheński;rzezawa;120107
2014;małopolskie;bocheński;trzciana;120108
2014;małopolskie;bocheński;żegocina;120109
2014;małopolskie;bocheński;lipnica murowana;120104
2014;małopolskie;bocheński;bochnia;120101
2014;małopolskie;bocheński;bochnia;120102
2014;małopolskie;bocheński;łapanów;120105
2014;małopolskie;bocheński;drwinia;120103
2014;małopolskie;bocheński;nowy wiśnicz;120106
2015;małopolskie;bocheński;lipnica murowana;120104
2015;małopolskie;bocheński;żegocina;120109
