rok;wojewodztwo;powiat;gmina;teryt
2009;kujawsko-pomorskie;lipnowski;lipno;40806
2009;kujawsko-pomorskie;lipnowski;chrostkowo;40803
2009;kujawsko-pomorskie;lipnowski;bobrowniki;40802
2009;kujawsko-pomorskie;lipnowski;lipno;40801
2009;kujawsko-pomorskie;lipnowski;wielgie;40809
2009;kujawsko-pomorskie;lipnowski;kikół;40805
2009;kujawsko-pomorskie;lipnowski;tłuchowo;40808
2009;kujawsko-pomorskie;lipnowski;skępe;40807
2009;kujawsko-pomorskie;lipnowski;dobrzyń nad wisłą;40804
2010;kujawsko-pomorskie;lipnowski;tłuchowo;40808
2010;kujawsko-pomorskie;lipnowski;kikół;40805
2010;kujawsko-pomorskie;lipnowski;wielgie;40809
2010;kujawsko-pomorskie;lipnowski;bobrowniki;40802
2010;kujawsko-pomorskie;lipnowski;lipno;40806
2010;kujawsko-pomorskie;lipnowski;lipno;40801
2010;kujawsko-pomorskie;lipnowski;dobrzyń nad wisłą;40804
2010;kujawsko-pomorskie;lipnowski;skępe;40807
2010;kujawsko-pomorskie;lipnowski;chrostkowo;40803
2011;kujawsko-pomorskie;lipnowski;lipno;40806
2011;kujawsko-pomorskie;lipnowski;skępe;40807
2011;kujawsko-pomorskie;lipnowski;wielgie;40809
2011;kujawsko-pomorskie;lipnowski;tłuchowo;40808
2011;kujawsko-pomorskie;lipnowski;lipno;40801
2011;kujawsko-pomorskie;lipnowski;bobrowniki;40802
2011;kujawsko-pomorskie;lipnowski;kikół;40805
2011;kujawsko-pomorskie;lipnowski;chrostkowo;40803
2011;kujawsko-pomorskie;lipnowski;dobrzyń nad wisłą;40804
2012;kujawsko-pomorskie;lipnowski;chrostkowo;40803
2012;kujawsko-pomorskie;lipnowski;wielgie;40809
2012;kujawsko-pomorskie;lipnowski;tłuchowo;40808
2012;kujawsko-pomorskie;lipnowski;skępe;40807
2012;kujawsko-pomorskie;lipnowski;lipno;40806
2012;kujawsko-pomorskie;lipnowski;lipno;40801
2012;kujawsko-pomorskie;lipnowski;bobrowniki;40802
2012;kujawsko-pomorskie;lipnowski;kikół;40805
2012;kujawsko-pomorskie;lipnowski;dobrzyń nad wisłą;40804
2013;kujawsko-pomorskie;lipnowski;chrostkowo;40803
2013;kujawsko-pomorskie;lipnowski;wielgie;40809
2013;kujawsko-pomorskie;lipnowski;bobrowniki;40802
2013;kujawsko-pomorskie;lipnowski;kikół;40805
2013;kujawsko-pomorskie;lipnowski;dobrzyń nad wisłą;40804
2013;kujawsko-pomorskie;lipnowski;tłuchowo;40808
2013;kujawsko-pomorskie;lipnowski;lipno;40801
2013;kujawsko-pomorskie;lipnowski;skępe;40807
2013;kujawsko-pomorskie;lipnowski;lipno;40806
2014;kujawsko-pomorskie;lipnowski;wielgie;40809
2014;kujawsko-pomorskie;lipnowski;tłuchowo;40808
2014;kujawsko-pomorskie;lipnowski;lipno;40806
2014;kujawsko-pomorskie;lipnowski;chrostkowo;40803
2014;kujawsko-pomorskie;lipnowski;lipno;40801
2014;kujawsko-pomorskie;lipnowski;kikół;40805
2014;kujawsko-pomorskie;lipnowski;skępe;40807
2014;kujawsko-pomorskie;lipnowski;bobrowniki;40802
2014;kujawsko-pomorskie;lipnowski;dobrzyń nad wisłą;40804
2015;kujawsko-pomorskie;lipnowski;lipno;40806
2015;kujawsko-pomorskie;lipnowski;bobrowniki;40802
2015;kujawsko-pomorskie;lipnowski;dobrzyń nad wisłą;40804
2015;kujawsko-pomorskie;lipnowski;lipno;40801
2015;kujawsko-pomorskie;lipnowski;skępe;40807
2015;kujawsko-pomorskie;lipnowski;tłuchowo;40808
2015;kujawsko-pomorskie;lipnowski;kikół;40805
2015;kujawsko-pomorskie;lipnowski;wielgie;40809
2015;kujawsko-pomorskie;lipnowski;chrostkowo;40803
1999;lubelskie;lubartowski;michów;60808
1999;lubelskie;lubartowski;niedźwiada;60809
1999;lubelskie;lubartowski;lubartów;60801
1999;lubelskie;lubartowski;ostrów lubelski;60810
1999;lubelskie;lubartowski;ostrówek;60811
1999;lubelskie;lubartowski;kock;60806
1999;lubelskie;lubartowski;serniki;60812
1999;lubelskie;lubartowski;lubartów;60807
1999;lubelskie;lubartowski;uścimów;60813
1999;lubelskie;lubartowski;kamionka;60805
1999;lubelskie;lubartowski;jeziorzany;60804
1999;lubelskie;lubartowski;firlej;60803
1999;lubelskie;lubartowski;abramów;60802
2000;lubelskie;lubartowski;serniki;60812
2000;lubelskie;lubartowski;lubartów;60801
2000;lubelskie;lubartowski;firlej;60803
2000;lubelskie;lubartowski;jeziorzany;60804
2000;lubelskie;lubartowski;kamionka;60805
2000;lubelskie;lubartowski;kock;60806
2000;lubelskie;lubartowski;lubartów;60807
2000;lubelskie;lubartowski;michów;60808
2000;lubelskie;lubartowski;niedźwiada;60809
2000;lubelskie;lubartowski;ostrów lubelski;60810
2000;lubelskie;lubartowski;ostrówek;60811
2000;lubelskie;lubartowski;uścimów;60813
2000;lubelskie;lubartowski;abramów;60802
2001;lubelskie;lubartowski;ostrów lubelski;60810
2001;lubelskie;lubartowski;lubartów;60801
2001;lubelskie;lubartowski;ostrówek;60811
2001;lubelskie;lubartowski;serniki;60812
2001;lubelskie;lubartowski;uścimów;60813
2001;lubelskie;lubartowski;niedźwiada;60809
2001;lubelskie;lubartowski;michów;60808
2001;lubelskie;lubartowski;lubartów;60807
2001;lubelskie;lubartowski;kock;60806
2001;lubelskie;lubartowski;kamionka;60805
2001;lubelskie;lubartowski;jeziorzany;60804
2001;lubelskie;lubartowski;firlej;60803
2001;lubelskie;lubartowski;abramów;60802
2002;lubelskie;lubartowski;lubartów;60807
2002;lubelskie;lubartowski;abramów;60802
2002;lubelskie;lubartowski;serniki;60812
2002;lubelskie;lubartowski;kock;60806
2002;lubelskie;lubartowski;firlej;60803
2002;lubelskie;lubartowski;niedźwiada;60809
2002;lubelskie;lubartowski;kamionka;60805
2002;lubelskie;lubartowski;uścimów;60813
2002;lubelskie;lubartowski;ostrów lubelski;60810
2002;lubelskie;lubartowski;lubartów;60801
2002;lubelskie;lubartowski;jeziorzany;60804
2002;lubelskie;lubartowski;ostrówek;60811
2002;lubelskie;lubartowski;michów;60808
2003;lubelskie;lubartowski;kock;60806
2003;lubelskie;lubartowski;firlej;60803
2003;lubelskie;lubartowski;michów;60808
2003;lubelskie;lubartowski;niedźwiada;60809
2003;lubelskie;lubartowski;kamionka;60805
2003;lubelskie;lubartowski;abramów;60802
2003;lubelskie;lubartowski;lubartów;60801
2003;lubelskie;lubartowski;ostrów lubelski;60810
2003;lubelskie;lubartowski;uścimów;60813
2003;lubelskie;lubartowski;serniki;60812
2003;lubelskie;lubartowski;jeziorzany;60804
2003;lubelskie;lubartowski;lubartów;60807
2003;lubelskie;lubartowski;ostrówek;60811
2004;lubelskie;lubartowski;niedźwiada;60809
2004;lubelskie;lubartowski;uścimów;60813
2004;lubelskie;lubartowski;serniki;60812
2004;lubelskie;lubartowski;ostrówek;60811
2004;lubelskie;lubartowski;ostrów lubelski;60810
2004;lubelskie;lubartowski;michów;60808
2004;lubelskie;lubartowski;lubartów;60807
2004;lubelskie;lubartowski;jeziorzany;60804
2004;lubelskie;lubartowski;kamionka;60805
2004;lubelskie;lubartowski;firlej;60803
2004;lubelskie;lubartowski;abramów;60802
2004;lubelskie;lubartowski;lubartów;60801
2004;lubelskie;lubartowski;kock;60806
2005;lubelskie;lubartowski;serniki;60812
2005;lubelskie;lubartowski;kamionka;60805
2005;lubelskie;lubartowski;michów;60808
2005;lubelskie;lubartowski;ostrów lubelski;60810
2005;lubelskie;lubartowski;ostrówek;60811
2005;lubelskie;lubartowski;uścimów;60813
2005;lubelskie;lubartowski;lubartów;60801
2005;lubelskie;lubartowski;kock;60806
2005;lubelskie;lubartowski;niedźwiada;60809
2005;lubelskie;lubartowski;abramów;60802
2005;lubelskie;lubartowski;jeziorzany;60804
2005;lubelskie;lubartowski;firlej;60803
2005;lubelskie;lubartowski;lubartów;60807
2006;lubelskie;lubartowski;ostrówek;60811
2006;lubelskie;lubartowski;niedźwiada;60809
2006;lubelskie;lubartowski;firlej;60803
2006;lubelskie;lubartowski;abramów;60802
2006;lubelskie;lubartowski;kamionka;60805
2006;lubelskie;lubartowski;serniki;60812
2006;lubelskie;lubartowski;jeziorzany;60804
2006;lubelskie;lubartowski;lubartów;60807
2006;lubelskie;lubartowski;uścimów;60813
2006;lubelskie;lubartowski;lubartów;60801
2006;lubelskie;lubartowski;kock;60806
2006;lubelskie;lubartowski;michów;60808
2006;lubelskie;lubartowski;ostrów lubelski;60810
2007;lubelskie;lubartowski;lubartów;60807
2007;lubelskie;lubartowski;serniki;60812
2007;lubelskie;lubartowski;ostrówek;60811
2007;lubelskie;lubartowski;michów;60808
2007;lubelskie;lubartowski;kamionka;60805
2007;lubelskie;lubartowski;uścimów;60813
2007;lubelskie;lubartowski;firlej;60803
2007;lubelskie;lubartowski;ostrów lubelski;60810
2007;lubelskie;lubartowski;jeziorzany;60804
2007;lubelskie;lubartowski;abramów;60802
2007;lubelskie;lubartowski;lubartów;60801
2007;lubelskie;lubartowski;kock;60806
2007;lubelskie;lubartowski;niedźwiada;60809
2008;lubelskie;lubartowski;serniki;60812
2008;lubelskie;lubartowski;michów;60808
2008;lubelskie;lubartowski;kamionka;60805
2008;lubelskie;lubartowski;jeziorzany;60804
2008;lubelskie;lubartowski;kock;60806
2008;lubelskie;lubartowski;lubartów;60801
2008;lubelskie;lubartowski;abramów;60802
2008;lubelskie;lubartowski;firlej;60803
2008;lubelskie;lubartowski;lubartów;60807
2008;lubelskie;lubartowski;niedźwiada;60809
2008;lubelskie;lubartowski;ostrów lubelski;60810
2008;lubelskie;lubartowski;ostrówek;60811
2008;lubelskie;lubartowski;uścimów;60813
2009;lubelskie;lubartowski;firlej;60803
2009;lubelskie;lubartowski;lubartów;60801
2009;lubelskie;lubartowski;jeziorzany;60804
2009;lubelskie;lubartowski;kamionka;60805
2009;lubelskie;lubartowski;kock;60806
2009;lubelskie;lubartowski;uścimów;60813
2009;lubelskie;lubartowski;serniki;60812
2009;lubelskie;lubartowski;ostrówek;60811
2009;lubelskie;lubartowski;ostrów lubelski;60810
2009;lubelskie;lubartowski;abramów;60802
2009;lubelskie;lubartowski;niedźwiada;60809
2009;lubelskie;lubartowski;michów;60808
2009;lubelskie;lubartowski;lubartów;60807
2010;lubelskie;lubartowski;niedźwiada;60809
2010;lubelskie;lubartowski;ostrówek;60811
2010;lubelskie;lubartowski;firlej;60803
2010;lubelskie;lubartowski;jeziorzany;60804
2010;lubelskie;lubartowski;uścimów;60813
2010;lubelskie;lubartowski;serniki;60812
2010;lubelskie;lubartowski;michów;60808
2010;lubelskie;lubartowski;lubartów;60807
2010;lubelskie;lubartowski;ostrów lubelski;60810
2010;lubelskie;lubartowski;kock;60806
2010;lubelskie;lubartowski;kamionka;60805
2010;lubelskie;lubartowski;lubartów;60801
2010;lubelskie;lubartowski;abramów;60802
2011;lubelskie;lubartowski;serniki;60812
2011;lubelskie;lubartowski;ostrówek;60811
2011;lubelskie;lubartowski;abramów;60802
2011;lubelskie;lubartowski;ostrów lubelski;60810
2011;lubelskie;lubartowski;lubartów;60801
2011;lubelskie;lubartowski;lubartów;60807
2011;lubelskie;lubartowski;kamionka;60805
2011;lubelskie;lubartowski;michów;60808
2011;lubelskie;lubartowski;uścimów;60813
2011;lubelskie;lubartowski;firlej;60803
2011;lubelskie;lubartowski;kock;60806
2011;lubelskie;lubartowski;niedźwiada;60809
2011;lubelskie;lubartowski;jeziorzany;60804
2012;lubelskie;lubartowski;lubartów;60801
2012;lubelskie;lubartowski;michów;60808
2012;lubelskie;lubartowski;jeziorzany;60804
2012;lubelskie;lubartowski;kamionka;60805
2012;lubelskie;lubartowski;niedźwiada;60809
2012;lubelskie;lubartowski;ostrówek;60811
2012;lubelskie;lubartowski;ostrów lubelski;60810
2012;lubelskie;lubartowski;serniki;60812
2012;lubelskie;lubartowski;kock;60806
2012;lubelskie;lubartowski;uścimów;60813
2012;lubelskie;lubartowski;lubartów;60807
2012;lubelskie;lubartowski;firlej;60803
2012;lubelskie;lubartowski;abramów;60802
2013;lubelskie;lubartowski;lubartów;60807
2013;lubelskie;lubartowski;jeziorzany;60804
2013;lubelskie;lubartowski;firlej;60803
2013;lubelskie;lubartowski;lubartów;60801
2013;lubelskie;lubartowski;serniki;60812
2013;lubelskie;lubartowski;kamionka;60805
2013;lubelskie;lubartowski;michów;60808
2013;lubelskie;lubartowski;abramów;60802
2013;lubelskie;lubartowski;uścimów;60813
2013;lubelskie;lubartowski;ostrówek;60811
2013;lubelskie;lubartowski;niedźwiada;60809
2013;lubelskie;lubartowski;ostrów lubelski;60810
2013;lubelskie;lubartowski;kock;60806
2014;lubelskie;lubartowski;niedźwiada;60809
2014;lubelskie;lubartowski;ostrów lubelski;60810
2014;lubelskie;lubartowski;lubartów;60801
2014;lubelskie;lubartowski;michów;60808
2014;lubelskie;lubartowski;firlej;60803
2014;lubelskie;lubartowski;abramów;60802
2014;lubelskie;lubartowski;kamionka;60805
2014;lubelskie;lubartowski;lubartów;60807
2014;lubelskie;lubartowski;uścimów;60813
2014;lubelskie;lubartowski;ostrówek;60811
2014;lubelskie;lubartowski;kock;60806
2014;lubelskie;lubartowski;serniki;60812
2014;lubelskie;lubartowski;jeziorzany;60804
2015;lubelskie;lubartowski;niedźwiada;60809
2015;lubelskie;lubartowski;kamionka;60805
2015;lubelskie;lubartowski;serniki;60812
2015;lubelskie;lubartowski;michów;60808
2015;lubelskie;lubartowski;kock;60806
2015;lubelskie;lubartowski;lubartów;60801
2015;lubelskie;lubartowski;ostrówek;60811
2015;lubelskie;lubartowski;firlej;60803
2015;lubelskie;lubartowski;ostrów lubelski;60810
2015;lubelskie;lubartowski;lubartów;60807
2015;lubelskie;lubartowski;abramów;60802
2015;lubelskie;lubartowski;jeziorzany;60804
2015;lubelskie;lubartowski;uścimów;60813
1999;lubuskie;świebodziński;łagów;80802
1999;lubuskie;świebodziński;szczaniec;80804
1999;lubuskie;świebodziński;skąpe;80803
1999;lubuskie;świebodziński;lubrza;80801
1999;lubuskie;świebodziński;świebodzin;80805
1999;lubuskie;świebodziński;zbąszynek;80806
2000;lubuskie;świebodziński;zbąszynek;80806
2000;lubuskie;świebodziński;lubrza;80801
2000;lubuskie;świebodziński;szczaniec;80804
2000;lubuskie;świebodziński;skąpe;80803
2000;lubuskie;świebodziński;łagów;80802
2000;lubuskie;świebodziński;świebodzin;80805
2001;lubuskie;świebodziński;szczaniec;80804
2001;lubuskie;świebodziński;łagów;80802
2001;lubuskie;świebodziński;świebodzin;80805
2001;lubuskie;świebodziński;lubrza;80801
2001;lubuskie;świebodziński;zbąszynek;80806
2001;lubuskie;świebodziński;skąpe;80803
2002;lubuskie;świebodziński;łagów;80802
2002;lubuskie;świebodziński;skąpe;80803
2002;lubuskie;świebodziński;szczaniec;80804
2002;lubuskie;świebodziński;świebodzin;80805
2002;lubuskie;świebodziński;lubrza;80801
2002;lubuskie;świebodziński;zbąszynek;80806
2003;lubuskie;świebodziński;szczaniec;80804
2003;lubuskie;świebodziński;łagów;80802
2003;lubuskie;świebodziński;zbąszynek;80806
2003;lubuskie;świebodziński;skąpe;80803
2003;lubuskie;świebodziński;lubrza;80801
2003;lubuskie;świebodziński;świebodzin;80805
2004;lubuskie;świebodziński;szczaniec;80804
2004;lubuskie;świebodziński;łagów;80802
2004;lubuskie;świebodziński;lubrza;80801
2004;lubuskie;świebodziński;zbąszynek;80806
2004;lubuskie;świebodziński;skąpe;80803
2004;lubuskie;świebodziński;świebodzin;80805
2005;lubuskie;świebodziński;skąpe;80803
2005;lubuskie;świebodziński;zbąszynek;80806
2005;lubuskie;świebodziński;łagów;80802
2005;lubuskie;świebodziński;lubrza;80801
2005;lubuskie;świebodziński;szczaniec;80804
2005;lubuskie;świebodziński;świebodzin;80805
2006;lubuskie;świebodziński;zbąszynek;80806
2006;lubuskie;świebodziński;świebodzin;80805
2006;lubuskie;świebodziński;skąpe;80803
2006;lubuskie;świebodziński;łagów;80802
2006;lubuskie;świebodziński;lubrza;80801
2006;lubuskie;świebodziński;szczaniec;80804
2007;lubuskie;świebodziński;łagów;80802
2007;lubuskie;świebodziński;skąpe;80803
2007;lubuskie;świebodziński;zbąszynek;80806
2007;lubuskie;świebodziński;świebodzin;80805
2007;lubuskie;świebodziński;szczaniec;80804
2007;lubuskie;świebodziński;lubrza;80801
2008;lubuskie;świebodziński;szczaniec;80804
2008;lubuskie;świebodziński;zbąszynek;80806
2008;lubuskie;świebodziński;lubrza;80801
2008;lubuskie;świebodziński;świebodzin;80805
2008;lubuskie;świebodziński;skąpe;80803
2008;lubuskie;świebodziński;łagów;80802
2009;lubuskie;świebodziński;łagów;80802
2009;lubuskie;świebodziński;szczaniec;80804
2009;lubuskie;świebodziński;skąpe;80803
2009;lubuskie;świebodziński;lubrza;80801
2009;lubuskie;świebodziński;zbąszynek;80806
2009;lubuskie;świebodziński;świebodzin;80805
2010;lubuskie;świebodziński;lubrza;80801
2010;lubuskie;świebodziński;zbąszynek;80806
2010;lubuskie;świebodziński;świebodzin;80805
2010;lubuskie;świebodziński;szczaniec;80804
2010;lubuskie;świebodziński;skąpe;80803
2010;lubuskie;świebodziński;łagów;80802
2011;lubuskie;świebodziński;łagów;80802
2011;lubuskie;świebodziński;skąpe;80803
2011;lubuskie;świebodziński;szczaniec;80804
2011;lubuskie;świebodziński;lubrza;80801
2011;lubuskie;świebodziński;zbąszynek;80806
2011;lubuskie;świebodziński;świebodzin;80805
2012;lubuskie;świebodziński;świebodzin;80805
2012;lubuskie;świebodziński;lubrza;80801
2012;lubuskie;świebodziński;łagów;80802
2012;lubuskie;świebodziński;zbąszynek;80806
2012;lubuskie;świebodziński;skąpe;80803
2012;lubuskie;świebodziński;szczaniec;80804
2013;lubuskie;świebodziński;świebodzin;80805
2013;lubuskie;świebodziński;skąpe;80803
2013;lubuskie;świebodziński;łagów;80802
2013;lubuskie;świebodziński;szczaniec;80804
2013;lubuskie;świebodziński;lubrza;80801
2013;lubuskie;świebodziński;zbąszynek;80806
2014;lubuskie;świebodziński;szczaniec;80804
2014;lubuskie;świebodziński;skąpe;80803
2014;lubuskie;świebodziński;świebodzin;80805
2014;lubuskie;świebodziński;lubrza;80801
2014;lubuskie;świebodziński;zbąszynek;80806
2014;lubuskie;świebodziński;łagów;80802
2015;lubuskie;świebodziński;lubrza;80801
2015;lubuskie;świebodziński;skąpe;80803
2015;lubuskie;świebodziński;szczaniec;80804
2015;lubuskie;świebodziński;łagów;80802
2015;lubuskie;świebodziński;świebodzin;80805
2015;lubuskie;świebodziński;zbąszynek;80806
1999;łódzkie;pabianicki;dobroń;100804
1999;łódzkie;pabianicki;pabianice;100802
1999;łódzkie;pabianicki;konstantynów łódzki;100801
1999;łódzkie;pabianicki;pabianice;100807
1999;łódzkie;pabianicki;lutomiersk;100806
1999;łódzkie;pabianicki;ksawerów;100805
1999;łódzkie;pabianicki;dłutów;100803
2000;łódzkie;pabianicki;ksawerów;100805
2000;łódzkie;pabianicki;dobroń;100804
2000;łódzkie;pabianicki;konstantynów łódzki;100801
2000;łódzkie;pabianicki;dłutów;100803
2000;łódzkie;pabianicki;pabianice;100802
2000;łódzkie;pabianicki;pabianice;100807
2000;łódzkie;pabianicki;lutomiersk;100806
2001;łódzkie;pabianicki;pabianice;100802
2001;łódzkie;pabianicki;lutomiersk;100806
2001;łódzkie;pabianicki;dłutów;100803
2001;łódzkie;pabianicki;pabianice;100807
2001;łódzkie;pabianicki;konstantynów łódzki;100801
2001;łódzkie;pabianicki;dobroń;100804
2001;łódzkie;pabianicki;ksawerów;100805
2002;łódzkie;pabianicki;dobroń;100804
2002;łódzkie;pabianicki;dłutów;100803
2002;łódzkie;pabianicki;pabianice;100807
2002;łódzkie;pabianicki;lutomiersk;100806
2002;łódzkie;pabianicki;ksawerów;100805
2002;łódzkie;pabianicki;pabianice;100802
2002;łódzkie;pabianicki;konstantynów łódzki;100801
2003;łódzkie;pabianicki;dłutów;100803
2003;łódzkie;pabianicki;pabianice;100802
2003;łódzkie;pabianicki;lutomiersk;100806
2003;łódzkie;pabianicki;konstantynów łódzki;100801
2003;łódzkie;pabianicki;pabianice;100807
2003;łódzkie;pabianicki;ksawerów;100805
2003;łódzkie;pabianicki;dobroń;100804
2004;łódzkie;pabianicki;pabianice;100807
2004;łódzkie;pabianicki;konstantynów łódzki;100801
2004;łódzkie;pabianicki;lutomiersk;100806
2004;łódzkie;pabianicki;dobroń;100804
2004;łódzkie;pabianicki;dłutów;100803
2004;łódzkie;pabianicki;pabianice;100802
2004;łódzkie;pabianicki;ksawerów;100805
2005;łódzkie;pabianicki;dobroń;100804
2005;łódzkie;pabianicki;pabianice;100802
2005;łódzkie;pabianicki;dłutów;100803
2005;łódzkie;pabianicki;pabianice;100807
2005;łódzkie;pabianicki;konstantynów łódzk;100801
2005;łódzkie;pabianicki;lutomiersk;100806
2005;łódzkie;pabianicki;ksawerów;100805
2006;łódzkie;pabianicki;dłutów;100803
2006;łódzkie;pabianicki;pabianice;100807
2006;łódzkie;pabianicki;lutomiersk;100806
2006;łódzkie;pabianicki;konstantynów łódzk;100801
2006;łódzkie;pabianicki;dobroń;100804
2006;łódzkie;pabianicki;ksawerów;100805
2006;łódzkie;pabianicki;pabianice;100802
2007;łódzkie;pabianicki;lutomiersk;100806
2007;łódzkie;pabianicki;pabianice;100807
2007;łódzkie;pabianicki;konstantynów łódzk;100801
2007;łódzkie;pabianicki;pabianice;100802
2007;łódzkie;pabianicki;ksawerów;100805
2007;łódzkie;pabianicki;dłutów;100803
2007;łódzkie;pabianicki;dobroń;100804
2008;łódzkie;pabianicki;konstantynów łódzk;100801
2008;łódzkie;pabianicki;dłutów;100803
2008;łódzkie;pabianicki;dobroń;100804
2008;łódzkie;pabianicki;ksawerów;100805
2008;łódzkie;pabianicki;lutomiersk;100806
2008;łódzkie;pabianicki;pabianice;100807
2008;łódzkie;pabianicki;pabianice;100802
2009;łódzkie;pabianicki;pabianice;100802
2009;łódzkie;pabianicki;konstantynów łódzk;100801
2009;łódzkie;pabianicki;dłutów;100803
2009;łódzkie;pabianicki;lutomiersk;100806
2009;łódzkie;pabianicki;dobroń;100804
2009;łódzkie;pabianicki;ksawerów;100805
2009;łódzkie;pabianicki;pabianice;100807
2010;łódzkie;pabianicki;ksawerów;100805
2010;łódzkie;pabianicki;konstantynów łódzk;100801
2010;łódzkie;pabianicki;dobroń;100804
2010;łódzkie;pabianicki;dłutów;100803
2010;łódzkie;pabianicki;pabianice;100802
2010;łódzkie;pabianicki;lutomiersk;100806
2010;łódzkie;pabianicki;pabianice;100807
2011;łódzkie;pabianicki;pabianice;100802
2011;łódzkie;pabianicki;pabianice;100807
2011;łódzkie;pabianicki;ksawerów;100805
2011;łódzkie;pabianicki;dobroń;100804
2011;łódzkie;pabianicki;konstantynów łódzk;100801
2011;łódzkie;pabianicki;lutomiersk;100806
2011;łódzkie;pabianicki;dłutów;100803
2012;łódzkie;pabianicki;dobroń;100804
2012;łódzkie;pabianicki;ksawerów;100805
2012;łódzkie;pabianicki;konstantynów łódzki;100801
2012;łódzkie;pabianicki;pabianice;100802
2012;łódzkie;pabianicki;dłutów;100803
2012;łódzkie;pabianicki;pabianice;100807
2012;łódzkie;pabianicki;lutomiersk;100806
2013;łódzkie;pabianicki;pabianice;100802
2013;łódzkie;pabianicki;konstantynów łódzki;100801
2013;łódzkie;pabianicki;ksawerów;100805
2013;łódzkie;pabianicki;lutomiersk;100806
2013;łódzkie;pabianicki;pabianice;100807
2013;łódzkie;pabianicki;dobroń;100804
2013;łódzkie;pabianicki;dłutów;100803
2014;łódzkie;pabianicki;lutomiersk;100806
2014;łódzkie;pabianicki;pabianice;100807
2014;łódzkie;pabianicki;pabianice;100802
2014;łódzkie;pabianicki;dłutów;100803
2014;łódzkie;pabianicki;ksawerów;100805
2014;łódzkie;pabianicki;dobroń;100804
2014;łódzkie;pabianicki;konstantynów łódzki;100801
2015;łódzkie;pabianicki;dłutów;100803
2015;łódzkie;pabianicki;dobroń;100804
2015;łódzkie;pabianicki;ksawerów;100805
2015;łódzkie;pabianicki;lutomiersk;100806
2015;łódzkie;pabianicki;pabianice;100802
2015;łódzkie;pabianicki;pabianice;100807
2015;łódzkie;pabianicki;konstantynów łódzki;100801
1999;małopolskie;miechowski;racławice;120806
1999;małopolskie;miechowski;kozłów;120803
1999;małopolskie;miechowski;gołcza;120802
1999;małopolskie;miechowski;charsznica;120801
1999;małopolskie;miechowski;miechów;120805
1999;małopolskie;miechowski;słaboszów;120807
1999;małopolskie;miechowski;książ wielki;120804
2000;małopolskie;miechowski;kozłów;120803
2000;małopolskie;miechowski;książ wielki;120804
2000;małopolskie;miechowski;miechów;120805
2000;małopolskie;miechowski;racławice;120806
2000;małopolskie;miechowski;słaboszów;120807
2000;małopolskie;miechowski;charsznica;120801
2000;małopolskie;miechowski;gołcza;120802
2001;małopolskie;miechowski;racławice;120806
2001;małopolskie;miechowski;miechów;120805
2001;małopolskie;miechowski;książ wielki;120804
2001;małopolskie;miechowski;kozłów;120803
2001;małopolskie;miechowski;gołcza;120802
2001;małopolskie;miechowski;charsznica;120801
2001;małopolskie;miechowski;słaboszów;120807
2002;małopolskie;miechowski;charsznica;120801
2002;małopolskie;miechowski;gołcza;120802
2002;małopolskie;miechowski;kozłów;120803
2002;małopolskie;miechowski;słaboszów;120807
2002;małopolskie;miechowski;książ wielki;120804
2002;małopolskie;miechowski;miechów;120805
2002;małopolskie;miechowski;racławice;120806
2003;małopolskie;miechowski;słaboszów;120807
2003;małopolskie;miechowski;charsznica;120801
2003;małopolskie;miechowski;gołcza;120802
2003;małopolskie;miechowski;kozłów;120803
2003;małopolskie;miechowski;książ wielki;120804
2003;małopolskie;miechowski;miechów;120805
2003;małopolskie;miechowski;racławice;120806
2004;małopolskie;miechowski;kozłów;120803
2004;małopolskie;miechowski;racławice;120806
2004;małopolskie;miechowski;gołcza;120802
2004;małopolskie;miechowski;książ wielki;120804
2004;małopolskie;miechowski;charsznica;120801
2004;małopolskie;miechowski;miechów;120805
2004;małopolskie;miechowski;słaboszów;120807
2005;małopolskie;miechowski;charsznica;120801
2005;małopolskie;miechowski;kozłów;120803
2005;małopolskie;miechowski;książ wielki;120804
2005;małopolskie;miechowski;miechów;120805
2005;małopolskie;miechowski;racławice;120806
2005;małopolskie;miechowski;słaboszów;120807
2005;małopolskie;miechowski;gołcza;120802
2006;małopolskie;miechowski;charsznica;120801
2006;małopolskie;miechowski;gołcza;120802
2006;małopolskie;miechowski;racławice;120806
2006;małopolskie;miechowski;słaboszów;120807
2006;małopolskie;miechowski;kozłów;120803
2006;małopolskie;miechowski;miechów;120805
2006;małopolskie;miechowski;książ wielki;120804
2007;małopolskie;miechowski;książ wielki;120804
2007;małopolskie;miechowski;gołcza;120802
2007;małopolskie;miechowski;słaboszów;120807
2007;małopolskie;miechowski;racławice;120806
2007;małopolskie;miechowski;miechów;120805
2007;małopolskie;miechowski;charsznica;120801
2007;małopolskie;miechowski;kozłów;120803
2008;małopolskie;miechowski;kozłów;120803
2008;małopolskie;miechowski;charsznica;120801
2008;małopolskie;miechowski;gołcza;120802
2008;małopolskie;miechowski;książ wielki;120804
2008;małopolskie;miechowski;miechów;120805
2008;małopolskie;miechowski;racławice;120806
2008;małopolskie;miechowski;słaboszów;120807
2009;małopolskie;miechowski;charsznica;120801
2009;małopolskie;miechowski;słaboszów;120807
2009;małopolskie;miechowski;gołcza;120802
2009;małopolskie;miechowski;miechów;120805
2009;małopolskie;miechowski;książ wielki;120804
2009;małopolskie;miechowski;racławice;120806
